code,Name
N8T,Ko Djeng Dental Centre Pte Ltd
N8U,SINGAPORE WOMEN'S CLINIC (CLEMENTI)
N8V,K M HENG WOMEN'S CLINIC PTE LTD
N8W,TIONG BAHRU DENTAL SURGERY PTE. LTD.
N8X,ELI DENTAL SURGERY
N8Y,SHARON DENTAL SURGERY
N8Z,TOOTH ANGELS & CO. DENTAL SURGEONS
N90,ROCHOR MEDICAL CENTRE / ROCHOR CENTRE DENTAL SURGERY
N91,VISTA DENTAL SURGERY
N92,L'ving Vine Dental Clinic
N93,RADIANCE Dental Care @ Depot
N94,Corporate Dental Clinic
N95,CENTRE FOR EAR NOSE THROAT ALLERGY & SLEEP
N96,The Ear Nose Throat - Head & Neck Centre
N97,Dermatology Associates
N98,Dermatology Associates
N99,CHIA KH VEIN VASCULAR & GENERAL SURGERY CENTRE
N9A,THE MEDICAL AND AESTHETIC CLINIC PTE LTD
N9B,BUKIT BATOK DENTAL SURGERY
N9C,NTUC DENTICARE
N9D,S M CHUA CLINIC & SURGERY FOR WOMEN
N9E,UNIVERSAL DENTAL SURGERY
N9F,A ST*R DENTAL SURGERY
N9G,White on Whites Dental Surgeon
N9H,WHITE ON WHITES DENTAL SURGEON
N9I,Q & M Dental Surgery (At Century Square)
N9J,NOBEL EYE & VISION CENTRE
N9K,"NOBEL ENT , Head, Neck and Thyroid Surgery Centre"
N9L,SOC CARE CENTRE PTE LTD
N9M,FRESENIUS MEDICAL CARE KEMBANGAN DIALYSIS CLINIC
N9N,AESTHETIC MEDICAL PARTNERS
N9O,Joash Family Clinic & Surgery
N9P,CENTRAL CLINIC & SURGERY 24 HR (PASIR RIS)
N9Q,VALLEY MEDICAL CENTRE
N9R,EMMANUEL MEDICAL CLINIC
N9S,THE PSYCHOTHERAPY CLINIC FOR ADULTS AND CHILDREN (ANG & KONG)
N9T,THE PSYCHIATRIC & BEHAVIOURAL MEDICINE CLINIC (ANG & KONG)
N9U,My doctor @ Lakeside
N9V,DAYSPRING MEDICAL CLINIC (TAMPINES)
N9W,KOH DENTAL SURGERY PTE LTD - JURONG EAST
N9X,DIALYSIS CENTRE-YOUNGBERG PTE LTD
N9Y,Dialysis Centre-Youngberg Pte Ltd
N9Z,COMFORT DENTAL SURGERY
NA0,SYDNEY DENTAL CLINIC
NA1,ATRIA-CITY DENTAL GROUP PTE LTD
NA2,Implantdontics Cosmetic and Implant Dentistry
NA3,NTUC DENTICARE
NA5,NOBEL Surgery Centre
NA6,EAGLE EYE CENTRE
NA7,Pacific Cancer Centre
NA8,AESTHETIC SURGICAL GROUP
NA9,Twinkle Family Dentalcare Pte. Ltd.
NAA,NeuGlow The Aesthetics Doctors
NAB,NeuGlow The Aesthetics Doctors
NAC,NeuGlow The Aesthetics Doctors
NAD,NEW DENTAL CENTRE
NAE,LUCENT DENTAL CLINIC PTE LTD
NAF,The Head & Neck Surgery Centre
NAG,A DENTAL CLINIC @ JURONG EAST CENTRAL
NAH,ALOHA DENTAL CLINIC
NAI,SBCC BABY & CHILD CLINIC (FOR RIVERVALE)
NAJ,SBCC BABY & CHILD CLINIC (FOR TIONG BAHRU)
NAK,PAEDIATRIC CENTRE
NAL,SBCC BABY & CHILD CLINIC (FOR BISHAN )
NAM,Etern Medical Clinic & Surgery
NAN,Northeast (Tampines) Medical Centre Pte Ltd
NAO,Maritime Medical Centre
NAP,GARDEN CLINIC
NAQ,CHIANG BABY & CHILD CLINIC
NAR,Adam Road Medical Centre Psychiatric & Psychological Services
NAS,81 FAMILY CLINIC
NAT,CHANGI MEDICAL CENTRE
NAU,JOY CLINIC AND SURGERY
NAV,CUSTODIA MEDICAL & DENTAL CLINIC
NAW,NEPHROCARE GDI PTE LTD
NAX,RafflesMedical (Sixth Avenue)
NAY,ARC KIDNEY DIALYSIS CENTRE
NAZ,Gamma Knife Centre
NB0,HEALTHWAY MEDICAL CENTRE
NB1,HEALTHWAY MEDICAL FAMILY CLINIC
NB2,HEALTHWAY CCK CLINIC
NB3,HEALTHWAY MEDICAL CLINIC
NB4,TCS at CENTRAL CLINIC
NB5,VIVA DENTAL
NB6,Straits Dental Group CBP
NB7,IT DENTAL SURGERY
NB8,Q & M Dental Centre Pte Ltd
NB9,Q & M Dental Surgery (Sun Plaza)
NBA,VICTORIA DENTALCARE
NBB,Mendis Aesthetics & Surgery
NBC,Vein & General Surgery Clinic
NBD,Orthopaedic & Arthritis Centre
NBE,PACIFIC SURGICAL CONSULTANTS
NBF,PACIFIC HEALTHCARE IMAGING
NBG,FRONTIER MEDICAL ASSOCIATES (AT WOODLANDS DR 50)
NBH,FRONTIER MEDICAL ASSOCIATES (at ubi ave 1)
NBI,FRONTIER MEDICAL ASSOCIATES (YISHUN AVE 4)
NBJ,LEE FAMILY CLINIC PTE. LTD.
NBK,The Heart Specialists Medical Group
NBL,NOBEL HEART CENTRE
NBM,NOBEL PSYCHOLOGICAL WELLNESS CLINIC
NBN,My Family Clinic (Punggol Central)
NBO,Central Clinic & Surgery 24-HR (Woodlands)
NBP,Abdullah Clinic & Surgery
NBQ,HEALTHBRIDGE FAMILY CLINIC
NBR,RafflesMedical (Changi Business Park Cresent)
NBS,RafflesMedical
NBT,SBCC BABY & CHILD CLINIC
NBU,SBCC BABY & CHILD CLINIC - Neurology Centre (Paragon)
NBV,SBCC BABY & CHILD CLINIC - Growth And Endocrinology Centre
NBW,SBCC BABY & CHILD CLINIC
NBX,SBCC BABY & CHILD CLINIC (At Ang Mo Kio Ave 6)
NBY,SBCC BABY & CHILD CLINIC
NBZ,"SBCC  BABY & CHILD CLINIC - ASTHMA, LUNG, SLEEP & ALLERGY CENTRE"
NC0,NEUGLOW Dental White Centre
NC1,VISTA DENTAL SURGERY
NC2,SMILE INC. DENTAL SURGEONS
NC3,LQ Dental Pte Ltd
NC4,SUNSHINE DENTAL
NC5,Island Sports Medicine and Surgery
NC6,ISLAND ORTHOPAEDIC CONSULTANTS PTE LTD
NC7,ISLAND ORTHOPAEDIC CONSULTANTS PTE LTD
NC8,ISLAND ORTHOPAEDIC CONSULTANTS
NC9,ASCENT Ear Nose Throat SG East
NCA,The Obstetrics & Gynaecology Centre
NCB,RadLink PET And Cardiac Imaging Centre Pte Ltd
NCC,Hua Mei Clinic
NCD,W Y TEH FAMILY CLINIC AND SURGERY
NCE,WOODLANDS CLINIC
NCF,THOMSON PAEDIATRIC CENTRE
NCG,The Dublin Clinic
NCH,HENDERSON CLINIC & SURGERY
NCI,Shahi Family Clinic
NCJ,OneDoctors Family Clinic
NCK,OneDoctors Family Clinic
NCL,PASIR RIS CLINIC & SURGERY PTE LTD
NCM,Care Family Clinic
NCN,HEALTHWAY MEDICAL CLINIC
NCO,Robertson Family Clinic Pte. Ltd.
NCP,NEUGLOW DENTAL
NCQ,Johan Dental Surgery Pte Ltd
NCR,ASIA HEALTHCARE DENTAL SURGEONS
NCS,NTUC DENTICARE
NCT,NTUC DENTICARE
NCU,GS HONG SURGICAL CARE
NCV,Heah Endoscopy & Piles Centre ( Bukit Batok)
NCW,ADVANCE SURGICAL GROUP PTE. LTD.
NCX,Alliance Medical Centre (Orchard)
NCY,NOBEL CHEST & INTERNAL MEDICINE CENTRE
NCZ,NOBEL PSYCHOLOGICAL WELLNESS CLINIC
ND0,SHENTON FAMILY MEDICAL CLINIC
ND1,Priv̩ Clinic
ND2,RafflesMedical
ND3,TOOFDOCTOR Dental Surgeons (Pinnacle)
ND4,SPECIALIST ORAL SURGEONS
ND5,Q & M Dental Surgery (Serangoon Garden)
ND6,KO DJENG DENTAL CENTRE (JELITA BRANCH)
ND7,MEDICAL AND DENTAL CENTRE @ COMMONWEALTH
ND8,"Andrea's digestive, colon, liver and gallbladder clinic Pte Ltd"
ND9,Roland Chieng Fertility and Women Care
NDA,Balestier Clinic and Health Screening Centre
NDB,Pristine Medical Clinic
NDC,Sanitas Medical Practice
NDD,WONG CLINIC
NDE,CENTRAL CLINIC & SURGERY (JURONG WEST)
NDF,YEE DENTAL SURGERY
NDG,The Smile Division Dental Surgery@Clementi Pte Ltd
NDH,RADIANCE Dental Care @ Thomson
NDI,SHINE DENTAL INC
NDJ,Bukit Timah Dental Clinic LLP
NDK,i.Dental @ Northpoint
NDL,Q & M Dental Surgery (Novena)
NDM,GATEWAY DENTAL SURGEON
NDN,Toh Khai Lee Urology Clinic
NDO,PANASIA SURGERY
NDP,PANASIA SURGERY
NDQ,Immanuel Dialysis Centre Pte Ltd
NDR,ANN ARBOR DENTAL SURGERY PTE LTD
NDS,Royce Dental Surgery
NDT,Tooth Matters Dental Surgery
NDU,VICTORIA DENTALCARE
NDV,YIO CHU KANG DENTAL SURGERY
NDW,The Breast Surgery Centre
NDX,Health & Fertility Centre for Women
NDY,LISA WONG WOMEN & GYNAE ONCOLOGY CENTRE
NDZ,MediFast Medical Centre
NE0,The OBGYN Centre
NE1,The Women's Specialist Centre
NE2,THE WOMEN'S SPECIALIST CENTRE
NE3,Tampines GP ENT Pain Urology & Surgery Centre
NE4,Renal Life Dialysis Centre Pte Ltd
NE5,VISTA DENTAL SURGERY
NE6,Q & M Dental Centre (Orchard) Pte Ltd
NE7,Q & M Dental Surgery (Serangoon Central)
NE8,AcuFem Women's Specialist Services
NE9,WOMEN'S CLINIC OF SINGAPORE
NEA,PETER CHEW CLINIC FOR WOMEN
NEB,DOVER MEDICAL CENTRE
NEC,THE CLINIC @ ONE GEORGE STREET
NED,Healthcare For Women
NEE,TWIN CITY MEDICAL PRACTICE PTE LTD
NEF,FU-XING CLINIC
NEG,THE MEDICAL PRACTICE PTE LTD
NEH,DAILY MEDICAL CENTRE
NEI,CASHEW MEDICAL
NEJ,RafflesMedical
NEK,LinkMedical @ Shenton
NEL,LinkMedical @ Kovan
NEM,LinkMedical @ Upper Bukit Timah
NEN,LinkMedical @ Serangoon North
NEO,Chin Medical Clinic
NEP,ChariSmile Dentistry
NEQ,Medical Oral & Maxillofacial Surgery Dental Specialist Centre
NER,DRS JITEN & CAROLINE MEDICAL CENTRE + X-RAY
NES,Kong Dental Surgery
NET,Gentle Dental Group @ Bukit Timah
NEU,Simply Endodontics Pte Ltd
NEV,Parkway Eye Centre @ Mount Elizabeth
NEW,THE WOMEN'S CLINIC & SURGERY
NEX,A Dental Clinic @ Clementi Central Pte Ltd
NEY,DentalTown (Eunos) Pte Ltd
NF1,SHENTON MEDICAL GROUP
NF2,SHENTON MEDICAL GROUP
NF3,Shenton Medical Group
NF4,SHENTON MEDICAL GROUP
NF5,SHENTON MEDICAL GROUP
NF6,Shenton Medical Group
NF7,SHENTON MEDICAL GROUP
NF8,SHENTON MEDICAL GROUP
NF9,SHENTON LIFESTYLE CLINIC
NFA,SIA ALH CLINIC
NFB,SIA TRAINING CENTRE CLINIC
NFC,DR CHUA'S FAMILY CLINIC PTE. LTD.
NFD,DR LIM LEAN HUAT & ASSOCIATES PTE. LTD.
NFE,HEALTHWAY MEDICAL CLINIC
NFF,Jade Medical Clinic Pte Ltd
NFG,Dayspring Health Screeners
NFH,James Lee Women's Clinic & Pelvic Floor Surgery
NFI,Centre for Joint & Cartilage Surgery
NFJ,NOBEL HEART CENTRE
NFK,OneDoctors Medical Centre
NFL,HO MEDICAL CENTRE PTE LTD
NFM,KENSINGTON FAMILY CLINIC
NFN,DENTAL ON THE BAY
NFO,The Dental Clinic
NFP,DENTAL WERKS @ SEMBAWANG
NFQ,Dental Werks @ Farrer
NFR,Ng & Lum Dental Surgery
NFS,Viva Medical Clinic
NFT,TAN CLINIC & SURGERY
NFU,B. Braun Avitum Dialysis Centre
NFV,Care Sinus Snoring ENT Centre
NFX,RafflesMedical (NEX Shopping Centre)
NFY,RafflesMedical
NFZ,SHENTON MEDICAL GROUP
NG0,Thomson Lifestyle Centre
NG1,MYOS MEDICAL CLINIC
NG2,PARKWAY WOMEN & FERTILITY CLINIC
NG3,Centre for Eye Surgery
NG4,The Lasik Surgery Clinic
NG5,The Obstetrics & Gynaecology Centre
NG6,RADIOLOGIC CLINIC
NG7,RADIOLOGIC CLINIC
NG8,RADIOLOGIC CLINIC
NG9,RADIOLOGIC CLINIC
NGA,VISTA DENTAL SURGERY
NGB,HealthTeeth Dental Surgery (Toa Payoh) Pte. Ltd.
NGC,ISLAND GROUP CLINIC
NGD,ISLAND GROUP CLINIC
NGE,A Life Clinic Pte Ltd
NGF,My Family Clinic (Hougang Central)
NGG,Mint Medical Centre
NGH,NOBEL CHEST & INTERNAL MEDICINE CENTRE
NGI,Healthwerkz Medical Centre
NGJ,K N  CHIN & ASSOCIATES PTE LTD (At Clifford Centre)
NGK,K N CHIN & ASSOCIATES PTE LTD (At Suntec city mall)
NGL,About Braces Dental Surgery
NGM,Ko Djeng Dental Centre (Tanjong Pagar)
NGN,The Dental Clinic and Surgery
NGO,EDWIN NG TECK HONG DENTAL SURGERY
NGP,PARAMOUNT DENTAL CLINIC
NGQ,NOBEL Eye Clinic
NGR,NOBEL ENT & Head and Neck Surgery
NGS,NOBEL Colorectal & General Surgery
NGT,CK NG UROLOGY & MINIMALLY INVASIVE SURGERY
NGU,Q & M Dental Surgery (Boon Lay MRT)
NGV,The Women's Specialist
NH3,PROHEALTH MEDICAL GROUP @LRT FERNVALE PTE LTD
NH4,ProHealth Medical Group @Taman Jurong Pte Ltd
NH5,Prohealth Medical Group @ Jurong West Pte Ltd
NH6,ProHealth Medical Group @Fernvale Pte Ltd
NH7,WU CLINIC & SURGERY
NH8,MEDLIFE CLINIC & SURGERY
NH9,THE FLAME TREE MEDICAL CENTRE
NHA,GREENLINK MEDICAL CLINIC
NHB,Healthway International Medical Clinic
NHC,Healthway Screening & Wellness Centre
NHD,HEALTHWAY MEDICAL CLINIC
NHE,HEALTHWAY MEDICAL CLINIC ( AT PASIR RIS MRT STATION BRANCH)
NHF,HEALTHWAY MEDICAL CLINIC (At Yishun Ave 5 Branch)
NHG,Healthway Medical Clinic
NHJ,Smilefocus Implant & Restorative Dentistry
NHK,Smilefocus
NHL,OLIVER DENTAL SURGERY PTE LTD - MINI DENTAL IMPLANT CENTRE
NHM,Glittz Smile Dental Surgery
NHN,WOW DENTAL SURGERY PTE. LTD.
NHO,Burlinson Dental Surgery
NHP,Boon Lay Dental Surgery Pte Ltd
NHQ,Madeliene Gunaratnam Dental Surgery
NHR,Shenton Dental Group
NHS,Dover Dental Surgery
NHT,Royce Dental Surgery
NHU,Ho Kok Sun Colorectal Pte Ltd
NHV,The Vascular & General Surgery Centre
NHW,RADLINK DIAGNOSTIC IMAGING (S) PTE LTD
NHX,"DRS. LIM, HOE & WONG RADIOLOGY PTE LTD"
NHY,ASIA KIDNEY DIALYSIS CENTRE (TPY)
NHZ,WHITE DENTAL GROUP
NI0,ASIA KIDNEY DIALYSIS CENTRE (TP)
NI1,STARCARE CLINIC AND SURGERY  PTE. LTD.
NI2,Q & M DENTAL SURGERY (MARINE PARADE)
NI3,Tucker Medical
NI4,"Drs. Lim, Hoe & Wong Radiology Pte Ltd"
NI5,DENTALWORKZ STUDIO
NI6,Valley Point Dental Clinic
NI7,Pure Dental
NI8,Sincere Medical Specialist Center for Women
NI9,OncoCare Cancer Centre
NIA,Irene Chua Clinic For Women
NIB,Q & M DENTAL SURGERY (RIVER VALLEY)
NIC,The Aesthetics Clinic
NID,CENTRAL 24-HR CLINIC (BEDOK)
NIE,The Clinic @ Campus
NIF,FITRAH CLINIC
NIG,Tampines-Ho Dental Surgery
NIH,Q & M Dental Surgery (Holland Village)
NII,Q & M Dental Surgery (Bt Batok)
NIJ,Island Family Clinic
NIK,Parklane Medical Centre
NIL,SBCC WOMEN'S CLINIC
NIM,SBCC WOMEN'S CLINIC
NIN,PARKWAY GYNAECOLOGY SCREENING & TREATMENT CENTRE
NIO,Hill Spring Medical
NIP,Shenton Family Medical Clinic
NIQ,The Kidney Clinic Pte Ltd
NIR,SHENTON MEDICAL GROUP
NIS,ACUMED MEDICAL GROUP
NIT,RafflesMedical (Asia Square)
NIU,Healthway Medical Clinic
NIV,HEALTHWAY MEDICAL CLINIC
NIW,SILVER CROSS FAMILY CLINIC
NIX,Silver Cross Family Clinic (Serangoon)
NIY,SILVER CROSS CLINIC (MARSILING)
NIZ,Silver Cross Family Clinic
NJ0,Silver Cross Family Clinic
NJ1,SILVER CROSS MEDICAL CENTRE PTE LTD
NJ2,NGOI DENTAL SURGERY
NJ3,Prime Dental Surgeons Pte Ltd
NJ4,SmileArts Dental Studio (Buangkok)
NJ5,SPECIALIST SKIN CLINIC (S) PTE LTD
NJ6,Unity Denticare
NJ7,VISTA DENTAL SURGERY
NJ8,WH DENTAL SURGEONS
NJ9,Alda Dental Surgery (Tampines)
NJA,HAPPY TOOTH DENTAL
NJB,Q & M Dental Surgery (Simei MRT)
NJC,SMILES R US DENTAL (at Woodlands Mart)
NJD,Boston Imaging (Radiology) & Diagnostic Pte Ltd
NJE,Royce Dental Surgery
NJF,DENTALTOWN (BEDOK RES.) PTE.LTD.
NJG,Le MinT'S Parade Dental Practice
NJH,Q & M Dental Centre (Bugis)
NJI,Q & M Dental Surgery (Toh Yi)
NJJ,KATONG DENTAL SURGERY
NJK,OrthoSmile Dental Practice LLP
NJL,SMILEPOD DENTISTRY LLP
NJM,FHC DIALYSIS CENTRE PTE LTD
NJN,KUSUMA LEE CLINIC & SURGERY FOR WOMEN PTE LTD
NJO,PK WOMEN'S SPECIALIST CLINIC
NJP,The O&G Specialist Clinic
NJQ,Png Urology
NJR,Capstone Colorectal Surgery Centre
NJS,The Vein Clinic & Surgery Pte Ltd
NJT,Novena Colorectal Centre
NJU,Shine Family Clinic
NJV,Accord Medical Clinic
NJW,CODE 4 MEDICAL CLINIC
NJX,POINT MEDICAL GROUP (TAMAN JURONG)
NJY,UNITED MEDICAL PRACTITIONERS PTE. LTD.
NJZ,TOWN HALL CLINIC PTE LTD
NK0,Frontier Medical Associates (AT HAVELOCK ROAD)
NK1,RafflesMedical (Changi City Point)
NK2,RafflesMedical (112 Katong)
NK3,GynaeMD Women's & Rejuvenation Clinic
NK4,Pacific Surgical and Endoscopy Centre
NK5,Ki Medical Clinic
NK6,Parsons Medical Clinic Pte Ltd
NK8,Chiang Children's Allergy and Asthma Clinic
NK9,CHIANG BABY & CHILD CLINIC
NKA,RafflesMedical (Robinson)
NKB,RafflesMedical (Changi City Point)
NKC,Caring Dental
NKD,C & A Dental Studio
NKE,C & A DENTAL STUDIO @ THOMSON
NKF,POON & PHAY DENTAL SURGEONS PTE LTD
NKG,PEOPLE'S DENTAL SURGERY
NKH,The Dental Hub (Alexandra)
NKI,THE DENTAL HUB (Yew Tee)
NKJ,THOMSON SPECIALIST DENTISTRY
NKK,THOMSON DENTAL CENTRE
NKL,UNIVERSAL DENTAL CENTRE
NKM,VICTORIA DENTALCARE
NKN,THE TOW YUNG CLINIC
NKO,KIDNEY MEDICAL CENTRE
NKP,HII WOMEN'S CLINIC
NKQ,Thomson Fertility Centre
NKR,ATLANTIC DENTAL SURGERY
NKS,De Dental Clinic Pte Ltd
NKT,Singh Implant & Dental Surgery Pte Ltd
NKU,Tooth Angels & Co Dental Surgeons (Chinatown) Pte Ltd
NKV,SIMON DENTAL SURGERY
NKW,T32 Dental Pearl
NKX,COZY DENTAL GROUP
NKY,ARTHUR TSENG WOMEN'S HEALTH SERVICES PTE. LTD.
NKZ,T G Ng Kidney & Medical Centre
NL0,Mount Elizabeth Novena Hospital
NL1,Astique The Aesthetic Clinic
NL2,Parkway East Specialist Centre (Bedok)
NL3,SHENTON FAMILY MEDICAL CLINIC
NL4,HONG'S CLINIC PEOPLE'S PARK CENTRE
NL5,Tay Clinic
NL6,KALLANG MEDICAL CENTRE PTE LTD
NL7,Tzu Chi Free Health Screening and Medical Clinic
NL8,RAFFLESMEDICAL
NL9,RafflesMedical
NLA,Raffles Executive Medical Centre
NLB,Shenton Medical Group
NLC,Shenton Medical Group
NLD,Jurong Day & Night Clinic
NLE,Dr Seow Dental Centre
NLF,THE BLOOD SPECIALISTS
NLG,Fortis Colorectal Hospital
NLH,HCA HOSPICE CARE CLINIC
NLI,Q & M Dental Surgery (Tampines MRT)
NLJ,Q & M Dental Centre (Bugis Village)
NLK,Q & M Dental Surgery (Bedok Central)
NLL,Providence Orthopaedics
NLM,ME NOVENA SPECIALIST GROUP
NLN,PEACE FAMILY CLINIC & SURGERY
NLO,PARAGON MEDICAL CENTRE PTE LTD
NLP,GynaeMD Women's Clinic (Clementi)
NLQ,PIDEMCO MEDICAL CENTRE
NLR,Northeast (Jurong West) Medical Centre Pte Ltd
NLS,SH TAN KIDNEY AND MEDICAL CLINIC
NLT,289E Medical Clinic Pte. Ltd.
NLU,Thomson Women's Clinic
NLV,Shenton Medical Group
NLW,Neptune Healthcare Medical & Surgery
NLX,Thomson Specialist Skin Centre
NLY,AMANDELA ENT HEAD & NECK CENTRE
NLZ,Lim Jit Fong Colorectal Centre
NM0,LAKESIDE DENTIST
NM1,LEE & LEE (DENTAL SURGEONS) PTE LTD
NM2,URBAN DENTAL (SG) PTE LTD
NM3,KidneyCare Centre
NM4,Pacific Vein and Endovascular Centre
NM5,Asia Kidney Dialysis Centre (Bedok) Pte Ltd
NM6,Caring Family Clinic
NM7,RafflesMedical (Singapore Land Tower)
NM8,Shenton Medical Group
NM9,WELLNESS ASSESSMENT CENTRE
NMA,Health First Family Clinic
NMB,B K Poh Urology
NMC,ST ANDREW'S MISSION HOSPITAL CLINIC (ELLIOT ROAD)
NMD,Neecare Medical Centre
NME,NuHealth Medical Centre
NMF,access MEDICAL BEDOK SOUTH
NMG,SOG Breast SurgiCare
NMH,THOMSON WOMEN'S CLINIC (ANG MO KIO HUB)
NMI,Sincere IVF Center
NMJ,Dentalplus Oral Surgery and Aesthetics
NMK,LEE & LEE (DENTAL SURGEONS) PTE LTD
NML,The Cancer Centre
NMM,"YH Goh Ear Nose Throat, Head & Neck Surgery"
NMN,Yim Gastroenterology Liver And Endoscopy Centre
NMO,OncoCare Cancer Centre
NMP,Q & M Dental Surgery (Eunos MRT)
NMQ,Q & M DENTAL SURGERY (PUNGGOL)
NMR,CityHealth Clinic & Surgery
NMS,BETHESDA MEDICAL CENTRE
NMT,THE CHELSEA CLINIC (ROCHESTER)
NMU,One Medical Clinic
NMV,Halley Medical Clinic
NMW,HEALTHTRENDS FAMILY CLINIC
NMX,Luminous Dental Clinic Pte. Ltd.
NMY,Island Family Clinic (Bedok)
NMZ,ProHealth Medical Group @ Punggol Damai Pte Ltd
NN0,Hand Surgery Associates
NN1,EAGLE EYE CENTRE
NN2,"EAR NOSE THROAT, HEAD & NECK SURGERY"
NN3,ChanMee family Dentalcare Pte Ltd
NN4,City Hall Dental Centre
NN5,FDC @ HARBOURPOINT DENTAL CENTRE
NN6,The Dental Gallery
NN7,The Smile Division Dental Surgeons @ AMK Pte Ltd
NN8,The Smile Division Dental Surgery@Clementi Pte Ltd
NN9,TJEN FATT  DENTAL SURGERY
NNA,The Choolani Clinic
NNB,The O&G Care Clinic
NNC,JUDE LEE GASTROINTESTINAL & LAPAROSCOPIC SURGERY
NND,The ENT Practice
NNE,Renal Life (W) Dialysis Centre Pte Ltd
NNF,AMOY STREET DENTAL
NNG,AUDREY & ALEXANDER CENTRE FOR GENERAL DENTISTRY
NNH,Dr Lam's Dental Surgery
NNI,TWIN CITY ENDODONTICS PTE LTD
NNJ,RENALTEAM DIALYSIS CENTRE WOODLANDS
NNK,RenalTeam dialysis centre Bedok
NNL,A ST*R Dental Surgery
NNM,HEALTHWAY MEDICAL CLINIC
NNN,OneDoctors Family Clinic
NNO,OneDoctors Family Clinic
NNP,Shenton Medical Group
NNQ,Shenton Medical Group
NNR,Shenton Medical Group
NNS,Shenton Medical Group
NNT,Shenton Family Medical Clinic
NNU,Prohealth Medical Group @Clementi One Pte Ltd
NNV,PROHEALTH MEDICAL GROUP @ BUANGKOK PTE LTD
NNW,Shenton Medical Group
NNX,Kai Medical Clinic
NNY,Woodgrove Medical
NNZ,Northeast (TMA) Medical Associates Pte Ltd
NO1,First Health Clinic & Surgery
NO2,HEALTHTRENDS MEDICAL CENTRE
NO3,My Family Clinic (Clementi)
NO4,FONG CLINIC
NO5,Dr. Tan & Partners
NO6,KIM TIAN GREEN FAMILY CLINIC
NO7,Fullerton Healthcare
NO8,THE WOMEN'S SPECIALIST
NO9,SHENTON FAMILY MEDICAL CLINIC (BUKIT GOMBAK)
NOA,TRINITY MEDICAL (PUNGGOL)
NOB,Pacific Specialist Centre
NOC,Northeast (Buona Vista) Medical Centre Pte Ltd
NOD,Northeast (Bukit Batok) 24 HR Family Clinic
NOE,Pacific Neurosurgery A Centre for Pain Management & Neurosurgery
NOF,The Family Clinic @ Towner
NOG,Atrio Family Clinic
NOH,WONG CLINIC & SURGERY
NOI,MediFast Medical Centre
NOK,Alleve Pain Management Centre
NOL,HAND SURGERY ASSOCIATES (GLENEAGLES) PRIVATE LIMITED
NOM,ASIA SLEEP CENTRE
NON,Colorectal Clinic Associates
NOO,KING'S DENTAL SURGERY (KOVAN) PTE LTD
NOP,One Orthodontics Dental Surgery
NOQ,KANG REN DENTAL SURGERY
NOR,ELI DENTAL SURGERY
NOS,REDHILL DENTAL SURGERY PTE LTD
NOT,StarBite Dental Centre
NOU,KidneyCare Dialysis Centre @ Pasir Ris
NOV,Pacific Vein and Endovascular Centre
NOX,Dr Natasha Lim Eye Center
NOY,Children & Adult Skin Hair Laser Clinic
NOZ,Novena ENT -  Head & Neck Surgery Specialist Centre
NQ0,Parkway Cancer Centre
NQ1,PARKWAY CANCER CENTRE
NQ2,PARKWAY CANCER CENTRE
NQ3,Parkway Cancer Centre
NQ4,Parkway Cancer Centre
NQ5,Advanced Dental Surgery Pte Ltd
NQ6,Quek & Me Dental Surgery
NQ7,Plastic Surgery by S J Lee
NQ8,BUKIT MERAH CLINIC
NQ9,Bless Medical Centre
NQA,WAN Medical Clinic
NQB,The Mobile Physician Clinic
NQC,CHUA CLINIC & SURGERY
NQE,SHENTON FAMILY MEDICAL CLINIC
NQG,Koh Dental Surgery Pte Ltd @ One-North
NQH,Lee Respiratory and Sleep Clinic
NQI,Famicare Bedok Clinic
NQJ,Beo Crescent Clinic & Surgery
NQK,Tzu Chi Free Clinic (Singapore)
NQL,M Medical Clinic
NQM,Frontier Family Medicine Clinic
NQN,A & A Clinic
NQO,ANG MO KIO FAMILY MEDICINE CLINIC PTE LTD
NQP,Kids Dental World
NQQ,B9 Dental Centre
NQR,de dental practice two (pte.) ltd
NQS,Asia Kidney Dialysis Centre  (JURONG)
NQT,Fullerton Healthcare @ Gethin-Jones
NQU,ASCENT EAR NOSE THROAT SG ALVERNIA
NQV,Singapore Vision Centre
NQW,Angelsmile Dental Centre
NQX,Q & M Dental Centre (Raffles Place) Pte Ltd
NQY,VISTA DENTAL SURGERY
NQZ,Westfield Dental Surgery Pte. Ltd.
NR0,LC LEE UROGYNAE CENTRE
NR1,RENALTEAM DIALYSIS CENTRE ANG MO KIO
NR2,THE HARLEY STREET CLINIC HEART AND CANCER CENTRE
NR4,Gynaecology & Oncology Specialists
NR5,RCMC RIVERVALE CRESCENT MEDICAL CENTRE
NR6,iCare Medical and Wellness Clinic
NR7,THE FAHRENHEIT MEDICAL CENTRE
NR8,EVERTON CLINIC
NR9,Audra Fong Eye Clinic & Surgery
NRA,OneHealth Medical Group
NRB,OneHealth Medical Group
NRC,HEAL MEDICAL CENTRE
NRD,The O&G Care Clinic
NRE,Pacific Women's Clinic and Laparoscopic Surgery Centre
NRG,Providence Clinic @ Redhill
NRH,Gerrard Teoh Hematology & Medical Clinic
NRI,HOUGANG GREEN FAMILY CLINIC AND DENTAL SURGERY
NRJ,LEE WOMEN'S CLINIC & SURGERY
NRK,Etern Medical Clinic
NRL,Lakeside Family Medicine Clinic
